,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.815602154674875,0.8188632412936514,0.0003000000142492354,0.9277950310559007,0.36980301479560246
1,0.8292612543285879,0.6831503207979867,0.0003000000142492354,0.9324534161490683,0.3012664865771806
2,0.8383993843786072,0.6158568116048979,0.0003000000142492354,0.9297360248447205,0.2768113744555053
3,0.8496537129435919,0.5675828010818508,0.0003000000142492354,0.9332298136645962,0.2566478590926398
4,0.8550404001539054,0.5392388709351025,0.0003000000142492354,0.9297360248447205,0.255911246983346
5,0.8547518276489436,0.5205766758284875,0.0003000000142492354,0.9289596273291926,0.24478496141407802
6,0.8611004232167739,0.4941119691898108,0.0003000000142492354,0.9270186335403726,0.23599913431713299
7,0.8688918815158155,0.46708980028378866,0.0003000000142492354,0.9258540372670807,0.24260157025101023
8,0.8686033089879203,0.4578970258180432,0.0003000000142492354,0.9277950310559007,0.24455591631324394
9,0.8734128511195093,0.4485557585289589,0.0003000000142492354,0.9235248447204969,0.2511200916993877
10,0.8753366679262775,0.428053655977339,9.000000136438757e-05,0.922360248447205,0.24217092764118445
11,0.8869757598847231,0.404404036290786,9.000000136438757e-05,0.9208074534161491,0.23348596007765635
12,0.8796652558447077,0.4226039501739126,9.000000136438757e-05,0.9250776397515528,0.2450364959593978
13,0.8894767218160831,0.3973348843375964,9.000000136438757e-05,0.9231366459627329,0.23781608816768443
14,0.8829357444941883,0.4070747206077157,9.000000136438757e-05,0.921972049689441,0.24725637167275694
15,0.889957676029242,0.3830324739229225,2.700000004551839e-05,0.922360248447205,0.2421275728862293
16,0.8872643324126185,0.39071807403457126,2.700000004551839e-05,0.921583850931677,0.2395063503963514
17,0.8925548287573665,0.3891597609650222,2.700000004551839e-05,0.9250776397515528,0.24087474497486344
18,0.8879376683569082,0.3885744992943166,8.099999831756577e-06,0.9250776397515528,0.23612411807852318
19,0.8907272027473626,0.3856505103733229,8.099999831756577e-06,0.9246894409937888,0.23614112099181422
20,0.8884186225700672,0.39081250057169087,8.099999831756577e-06,0.922360248447205,0.23806340715946248
21,0.8830319353368201,0.3954668604969841,2.429999995001708e-06,0.9208074534161491,0.24593307205724604
22,0.8908233936358617,0.390025183489663,2.429999995001708e-06,0.9254658385093167,0.23895358569596126
23,0.88803385919954,0.38644982101528313,2.429999995001708e-06,0.9250776397515528,0.24148221830519276
24,0.8849557521894557,0.3962397150589256,9.999999974752427e-07,0.9231366459627329,0.23612916489241656
25,0.8907272027932299,0.3847482520119416,9.999999974752427e-07,0.9266304347826086,0.23342275857832862
26,0.8902462485800711,0.39011826953575124,9.999999974752427e-07,0.9266304347826086,0.2318088405111932
27,0.8863986148747998,0.39660386442450113,9.999999974752427e-07,0.9235248447204969,0.23674664516811786
28,0.8925548287803001,0.38287769306756386,9.999999974752427e-07,0.9208074534161491,0.24617972170575436
29,0.8843786071795324,0.40157147622213957,9.999999974752427e-07,0.9250776397515528,0.23665684078652297
30,0.8842824163139669,0.3919725972684634,9.999999974752427e-07,0.9243012422360248,0.2356062410457164
31,0.8951519815542919,0.37975657604299357,9.999999974752427e-07,0.9243012422360248,0.23995705006748252
32,0.8886110042094634,0.3942944946060643,9.999999974752427e-07,0.9243012422360248,0.24443306043882917
33,0.8909195844555599,0.38820824505802115,9.999999974752427e-07,0.9246894409937888,0.23571635841721703
34,0.8886110042553308,0.3930534872872502,9.999999974752427e-07,0.9239130434782609,0.24033064114346359
35,0.8914005386687187,0.38135209051220637,9.999999974752427e-07,0.9250776397515528,0.2422848255575999
36,0.8840900346287034,0.39742104804036527,9.999999974752427e-07,0.9250776397515528,0.23691427299278492
37,0.8898614851866102,0.38707306492599264,9.999999974752427e-07,0.9250776397515528,0.24132689339056704
38,0.8873605233011176,0.39555323086664645,9.999999974752427e-07,0.922748447204969,0.23992551535784457
39,0.8888995767373588,0.38874012221506626,9.999999974752427e-07,0.9262422360248447,0.23126831721306218
40,0.8923624471179702,0.3752421755408177,9.999999974752427e-07,0.9250776397515528,0.23609951500613127
41,0.8899576760521757,0.38946561947057873,9.999999974752427e-07,0.9277950310559007,0.2376863222557658
42,0.8870719507502886,0.39176953087154837,9.999999974752427e-07,0.922360248447205,0.24094568631432442
43,0.8862062331895362,0.4026802944799899,9.999999974752427e-07,0.9258540372670807,0.23409334125332765
44,0.8881300499963045,0.3913713048666245,9.999999974752427e-07,0.9285714285714286,0.23891742942820055
45,0.8900538668948075,0.3890659682633281,9.999999974752427e-07,0.9254658385093167,0.2354997984532799
46,0.8943824548132376,0.374007200509046,9.999999974752427e-07,0.9246894409937888,0.23774485273853593
47,0.8834166987073472,0.400949454493319,9.999999974752427e-07,0.9239130434782609,0.23992019511689866
48,0.8863986148518661,0.3982116676732273,9.999999974752427e-07,0.9231366459627329,0.24419933555196532
49,0.8897652943669121,0.38458997953759105,9.999999974752427e-07,0.922748447204969,0.24003009120962635
50,0.8910157753211253,0.37924306349210346,9.999999974752427e-07,0.9250776397515528,0.2357281933636954
51,0.8876490957831455,0.3891793328347046,9.999999974752427e-07,0.9258540372670807,0.2343648318374842
52,0.8861100423010371,0.39306831839750617,9.999999974752427e-07,0.9231366459627329,0.24236798760776193
53,0.8881300499963045,0.39388054340401263,9.999999974752427e-07,0.9243012422360248,0.23798473817961557
54,0.8854367064255483,0.38986919401768955,9.999999974752427e-07,0.9196428571428571,0.24153752867653042
