,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.8730280877031148,0.42729393762320267,0.0003000000142492354,0.8781055900621118,0.399581293701281
1,0.8729318969063504,0.4267762238106025,0.0003000000142492354,0.8808229813664596,0.38230268474558354
2,0.8755290496344748,0.4115422743818034,0.0003000000142492354,0.8781055900621118,0.3768202583146461
3,0.878222393205231,0.4017068400961842,0.0003000000142492354,0.875388198757764,0.39447433720718816
4,0.882454790303963,0.39208595646475775,0.0003000000142492354,0.8792701863354038,0.38793783127445935
5,0.8888995767832261,0.3769382696889739,9.000000136438757e-05,0.8808229813664596,0.38149683604375545
6,0.8836090804384781,0.381685579110334,9.000000136438757e-05,0.8858695652173914,0.37445738228755243
7,0.8857252789534437,0.3678208195839813,9.000000136438757e-05,0.8854813664596274,0.377839905065224
8,0.8869757599305905,0.37028017782876016,9.000000136438757e-05,0.8796583850931677,0.3800706599986539
9,0.8914005386687187,0.35794159868626746,2.700000004551839e-05,0.8854813664596274,0.3683594163732823
10,0.8948634090034628,0.34934870850562866,2.700000004551839e-05,0.8847049689440993,0.368161377275756
11,0.8943824548132376,0.3466470383276798,2.700000004551839e-05,0.8831521739130435,0.3773527524364615
12,0.8885148133668316,0.3553737999614086,2.700000004551839e-05,0.8850931677018633,0.3734444605681166
13,0.8931319738131571,0.3527212922804261,8.099999831756577e-06,0.8804347826086957,0.36653698406251645
14,0.8904386302653347,0.3557557119239335,8.099999831756577e-06,0.8862577639751553,0.365128512569466
15,0.8907272027702963,0.35502836123114595,8.099999831756577e-06,0.8839285714285714,0.3730765996408296
16,0.8909195844784935,0.35347490696069506,8.099999831756577e-06,0.8815993788819876,0.3720737860902496
17,0.8919776837015757,0.3533894507362779,2.429999995001708e-06,0.8819875776397516,0.37796330186596244
18,0.8911538461538462,0.356873724729969,2.429999995001708e-06,0.8835403726708074,0.36612776574759703
19,0.8979984603770611,0.33850932199568173,7.2900002123788e-07,0.8815993788819876,0.36841987665187315
