,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.9096767987458235,0.30799248639426813,0.00019999999494757503,0.9359472049689441,0.21393126942309904
1,0.9141977683495173,0.29524663171547105,0.00019999999494757503,0.9363354037267081,0.20800654292800783
2,0.9246825702422488,0.2636186199383857,0.00019999999494757503,0.9324534161490683,0.21392393169450277
3,0.9264140053637535,0.2589060243171836,0.00019999999494757503,0.9324534161490683,0.21538688141783202
4,0.932089265124896,0.23795406487399498,0.00019999999494757503,0.9277950310559007,0.22259793288843788
5,0.9354559446170083,0.2338371538930143,5.999999848427251e-05,0.9274068322981367,0.224672676602043
6,0.9417083493880741,0.21690519945283906,5.999999848427251e-05,0.9289596273291926,0.21406303829750659
7,0.9390150057943842,0.21764494677652255,5.999999848427251e-05,0.9285714285714286,0.21660810758747298
8,0.9425740669488265,0.21628333195017685,1.799999881768599e-05,0.9347826086956522,0.21710755647686514
9,0.9402654867256637,0.2167532755640343,1.799999881768599e-05,0.9320652173913043,0.21432350714754614
10,0.9372835706040785,0.22202865218671297,1.799999881768599e-05,0.9312888198757764,0.2105608178210092
11,0.9433435936898807,0.20737125738314272,5.399999736255268e-06,0.9328416149068323,0.2027195105791925
12,0.9386302423779898,0.2215745613615345,5.399999736255268e-06,0.9332298136645962,0.21431559518049037
13,0.9417083493651405,0.21076237420053745,5.399999736255268e-06,0.9347826086956522,0.21165987581986448
14,0.9395921508043076,0.22023759185465175,5.399999736255268e-06,0.9316770186335404,0.21956536391321918
15,0.9420931127356675,0.21346397800840475,1.6199999208765803e-06,0.9320652173913043,0.21640357518603343
16,0.9405540592306254,0.21493829267902895,1.6199999208765803e-06,0.9351708074534162,0.21157759462731965
17,0.9414197768143114,0.2163828019254847,1.6199999208765803e-06,0.9351708074534162,0.2137472213517805
18,0.9416121585225087,0.2112008283583418,4.859999762629741e-07,0.9347826086956522,0.20914725095658385
19,0.9415159676798769,0.21817481298488395,4.859999762629741e-07,0.937888198757764,0.20971718718592794
20,0.9343016544824932,0.21971305729208565,4.859999762629741e-07,0.9355590062111802,0.20986998180124145
21,0.9399769141977684,0.2149253276539748,3.000000106112566e-07,0.9312888198757764,0.219133175435181
22,0.9395921508272412,0.21248965618380128,3.000000106112566e-07,0.9355590062111802,0.21182842347308162
23,0.9404578684338609,0.2123312519325023,3.000000106112566e-07,0.9347826086956522,0.21219677401139683
24,0.9365140438859579,0.22766830362795223,3.000000106112566e-07,0.9343944099378882,0.21584389156297498
25,0.9395921508272412,0.2180000225246159,3.000000106112566e-07,0.9355590062111802,0.21046040385313655
26,0.9383416698500944,0.2151965052233425,3.000000106112566e-07,0.9347826086956522,0.20606620556252622
