,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.932954982708582,0.23210457249509803,9.999999747378752e-05,0.9320652173913043,0.2171246597242559
1,0.9285302039475201,0.2380742190599946,9.999999747378752e-05,0.9274068322981367,0.21658561071409896
2,0.9269911504654116,0.2339750253862374,9.999999747378752e-05,0.9289596273291926,0.21599253723889544
3,0.9343978453021914,0.22497502660501364,9.999999747378752e-05,0.9289596273291926,0.2156544987391391
4,0.931031165810079,0.23444687883846574,9.999999747378752e-05,0.9293478260869565,0.21630415533270156
5,0.937956906502501,0.2155906324213562,9.999999747378752e-05,0.9305124223602484,0.21889574077813337
6,0.9337245094037689,0.22524778569699846,2.9999999242136255e-05,0.9332298136645962,0.21626972156918103
7,0.9323778376298576,0.22415454868010806,2.9999999242136255e-05,0.9324534161490683,0.216026549447351
8,0.9335321277643727,0.22392092833224514,8.999999408842996e-06,0.9324534161490683,0.21459104871574025
9,0.9316083108888034,0.2280455434586668,8.999999408842996e-06,0.9309006211180124,0.21428342036879766
