,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.9404578684338609,0.19664194354111642,9.999999747378752e-05,0.9312888198757764,0.21673555571950323
1,0.936033089672799,0.20683243900692294,9.999999747378752e-05,0.9347826086956522,0.2082465047332001
2,0.9402654867256637,0.20017495865332663,9.999999747378752e-05,0.9355590062111802,0.2088856174544032
3,0.9393035782993459,0.19868432033539002,9.999999747378752e-05,0.9332298136645962,0.20906323608537408
4,0.9423816852864966,0.19113362177908305,2.9999999242136255e-05,0.937111801242236,0.20148798202667734
5,0.9400731050404002,0.19795542436093952,2.9999999242136255e-05,0.9316770186335404,0.20675350221377214
6,0.94276644863409,0.18632321962717635,2.9999999242136255e-05,0.9347826086956522,0.2071459641541291
7,0.9496921893035783,0.16837691441149655,8.999999408842996e-06,0.9355590062111802,0.2086329361820096
8,0.9471912273951519,0.18217234458543557,8.999999408842996e-06,0.9332298136645962,0.20743144218743378
9,0.9410350134667179,0.19222495039310786,2.699999868127634e-06,0.9332298136645962,0.20643267159564246
